Id,OverallQual,ExterQual,BsmtQual,BsmtExposure,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageCond,Fence,YearBuilt,MoSold,YrSold,BsmtFullBath,FullBath,BedroomAbvGr,Fireplaces,GarageCars,log_LotArea,log_MasVnrArea,log_TotalBsmtSF,log_1stFlrSF,log_2ndFlrSF,log_GarageArea,log_WoodDeckSF,log_OpenPorchSF,log_TotRmsAbvGrd,C (all),FV,RH,RL,RM
1150,7,3,3,1,1,3,0,1,3,0,48,6,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,0.3079328978326369,0.011137749896695229,-0.7987989877993185,-0.20888645197312838,-0.8715196073792559,1.0920452920800108,-0.019354626921280843,-0.9643850713904568,-1.0747683086832738,0.41625401909868076,0,0,0,0,1
1194,6,3,5,1,1,3,0,3,3,0,127,5,3,1.1315676588279229,0.7792558938484261,-1.0474686432688316,-0.9433881970418754,0.3079328978326369,-1.3448849356236166,1.5070958545540463,0.31778078615914457,0.3259581856160659,-0.8763558843192172,0.12933979794422065,-0.9643850713904568,1.5884644799353023,-0.9262833183526223,0,0,0,0,1
1276,5,3,3,1,1,3,0,1,2,0,76,6,1,-0.8149286968584009,0.7792558938484261,1.3704036400078397,-0.9433881970418754,0.3079328978326369,0.46415796591559894,1.6166624996494077,0.08735903853980223,-0.5328426229637773,1.2203310247536026,0.125900766567743,-0.9643850713904568,-1.0747683086832738,1.9023946765043367,0,0,0,1,0
1390,6,3,3,1,1,3,4,1,3,0,69,2,1,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,0.6262377490334956,0.3079328978326369,-0.7821031363961939,-0.7987989877993185,-0.1066494437528987,-0.7365781185468285,0.9034921284750286,0.19162661826663396,-0.9643850713904568,-1.0747683086832738,-0.20690222693517366,0,0,0,0,1
1074,6,3,3,1,1,3,0,3,3,1,105,6,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,0.3079328978326369,-0.23156001342224145,1.0859865810411153,-0.15920923807131632,-1.416081597176013,1.1264285591878307,0.19162661826663396,1.1720311525583758,-1.0747683086832738,-0.20690222693517366,0,0,0,1,0
1049,5,3,0,0,1,3,3,1,3,2,88,10,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,0.6262377490334956,0.3079328978326369,1.7375289872440676,0.8506048796499976,-5.606057831402298,1.4722208211634547,-0.8763558843192172,0.005708319533448192,-0.9643850713904568,-1.0747683086832738,1.4576068802541882,0,0,0,1,0
555,7,4,4,1,1,4,4,2,3,0,131,7,2,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,1.6499688107748758,0.33587779536390866,1.3645525586787173,0.1478796132828438,-0.2825117151681992,1.2346740059978334,0.6628783657068819,1.2639417933891157,0.8541706516218371,0.9659167830637788,0,0,0,1,0
540,8,4,4,3,1,4,3,2,3,1,129,4,4,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.47756319906099937,1.552550281815937,0.5308423383001297,1.1590640311350229,-0.8763558843192172,0.4817584456979358,1.042730715483271,-1.0747683086832738,-0.20690222693517366,0,0,0,1,0
917,2,3,3,3,0,3,0,1,3,0,77,9,0,1.1315676588279229,-2.8760488612317405,-2.256404784907167,-0.9433881970418754,-1.034103015109602,0.011137749896695229,-0.7987989877993185,-0.4610143083976787,-2.576675197880031,-0.8763558843192172,-0.05425131763351409,-0.9643850713904568,-1.0747683086832738,-1.777130558613517,1,0,0,0,0
830,7,4,4,1,1,4,0,2,3,0,133,6,0,-0.8149286968584009,0.7792558938484261,-1.0474686432688316,-0.9433881970418754,0.3079328978326369,-2.4605007548985673,-0.7987989877993185,-0.27546246974117117,-2.3286400639216436,1.0791750411949697,0.25164206729700217,-0.9643850713904568,1.3080404376713144,-1.777130558613517,0,1,0,0,0
1136,6,3,3,1,0,3,4,1,3,0,54,4,1,-0.8149286968584009,-1.0483964836916573,-1.0474686432688316,0.6262377490334956,-1.034103015109602,-0.7242766746305119,-0.7987989877993185,0.11557213627493093,-0.3448004456323191,-0.8763558843192172,-0.4239591296445739,-0.9643850713904568,1.187837690304315,-0.9262833183526223,0,0,0,0,1
1424,6,4,4,3,1,4,4,1,4,2,94,7,0,-0.8149286968584009,0.7792558938484261,1.3704036400078397,0.6262377490334956,0.3079328978326369,1.5428470334637456,-0.7987989877993185,-0.15081230743142565,1.1082575381148865,1.0806322885631243,0.1789719146195561,1.4969826817566778,1.471022485021719,0.9659167830637788,0,0,0,1,0
331,5,3,3,1,1,3,0,1,3,0,92,10,1,-0.8149286968584009,0.7792558938484261,3.7882759232845107,-0.9433881970418754,-1.034103015109602,0.3356936496012288,0.8932299570489025,0.6048650249715386,1.3959447601034334,-0.8763558843192172,0.03777175444585339,0.9853410999682796,-1.0747683086832738,1.9023946765043367,0,0,0,1,0
766,9,4,4,1,1,5,4,3,3,0,136,7,2,-0.8149286968584009,0.7792558938484261,-1.0474686432688316,0.6262377490334956,0.3079328978326369,0.9559283521953104,1.3540090430996958,0.485945828416195,0.9692500589059734,-0.8763558843192172,0.39633816424344875,-0.9643850713904568,1.329825687084598,-0.20690222693517366,0,0,0,1,0
613,8,4,4,3,1,5,3,2,3,0,129,10,3,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.5551338935805409,0.9879485980003897,0.36728574979202383,0.5104672575065684,1.0537984054073433,0.32130301218091917,0.9975217757441569,1.16566327277609,0.41625401909868076,0,0,0,1,0
709,7,4,4,3,1,4,4,3,3,0,135,6,1,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.015046689531786152,-0.7987989877993185,-0.11461075889258515,-1.285600672651798,1.1264285591878307,0.125900766567743,0.8174917272236581,0.42385903438173705,0.9659167830637788,0,0,0,1,0
611,9,4,5,2,1,5,5,3,3,0,128,4,3,1.1315676588279229,0.7792558938484261,0.16146749836950397,2.1958636951088666,1.6499688107748758,0.41261156071228505,1.2285235361688067,0.45307140772388094,0.906815198930437,1.1043924512388807,0.5466100861528858,1.1735542133076646,1.2358068942590121,0.9659167830637788,0,0,0,1,0
412,5,3,3,2,0,3,0,3,3,0,83,0,0,1.1315676588279229,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,0.3079328978326369,2.6486717485612243,-0.7987989877993185,0.1948951310532533,-0.13204675991601225,-0.8763558843192172,0.37262249755465615,1.1899229435744312,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
645,9,5,5,2,1,5,4,3,3,0,137,9,3,1.1315676588279229,0.7792558938484261,-1.0474686432688316,0.6262377490334956,1.6499688107748758,0.05137137700207218,1.1412076163653055,0.6229763561485007,1.463447181293848,-0.8763558843192172,0.2487618802931058,1.073470715340972,1.1950005202170297,0.41625401909868076,0,1,0,0,0
704,5,3,4,1,1,4,1,1,3,1,28,4,4,-0.8149286968584009,0.7792558938484261,1.3704036400078397,0.6262377490334956,0.3079328978326369,-0.31193648636385995,-0.7987989877993185,-0.7001017814811679,-0.2033606487111702,1.147363255499857,0.4838157206714659,1.291780543436405,-1.0747683086832738,0.9659167830637788,0,0,0,0,1
421,7,3,4,4,1,3,0,3,3,0,125,10,2,3.078064014514246,0.7792558938484261,-1.0474686432688316,-0.9433881970418754,2.9920047237171143,-0.4638348432199666,1.221018659305512,0.3956355393674852,0.616129255395308,-0.8763558843192172,0.5902246895024742,-0.9643850713904568,-1.0747683086832738,0.9659167830637788,0,0,0,0,1
123,6,3,3,1,1,3,0,1,3,0,86,5,2,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,0.1094885000374296,1.072235622574796,0.21359949216892737,-0.062334067359548634,-0.8763558843192172,-0.10050561767222733,-0.9643850713904568,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
900,5,3,3,1,1,3,3,1,3,0,89,5,0,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,0.6262377490334956,-1.034103015109602,-0.4824895464024684,-0.7987989877993185,0.07288591148803762,0.3562263936327254,-0.8763558843192172,-0.10050561767222733,-0.9643850713904568,-1.0747683086832738,-0.20690222693517366,0,0,0,1,0
796,6,3,4,1,1,3,3,1,3,1,108,3,4,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,-0.12384099024919853,1.057969528669738,-0.20888645197312838,-0.6694978602765925,1.1039439854839166,0.24586964226247288,-0.9643850713904568,0.7557904708265969,0.41625401909868076,0,0,0,1,0
661,7,3,4,1,1,3,3,2,3,0,104,10,1,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.6356004060151648,1.2789155789567117,-0.043456902276025514,0.11083069616500309,1.1523790664485787,0.34555967227207685,-0.9643850713904568,1.1302861522904404,0.41625401909868076,0,0,0,1,0
202,6,3,3,1,1,3,2,1,3,1,105,1,2,-0.8149286968584009,0.7792558938484261,0.16146749836950397,2.1958636951088666,0.3079328978326369,0.2415726894745375,-0.7987989877993185,0.2985177679004413,0.4623269275574732,-0.8763558843192172,0.2415084676642615,1.1500523102624853,0.9881081637666248,-0.20690222693517366,0,0,0,1,0
856,5,3,3,1,1,3,0,1,3,0,90,3,4,1.1315676588279229,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,-0.5095325217690598,-0.7987989877993185,0.18218810227512341,-0.17940690149142152,-0.8763558843192172,-0.17094771069025208,-0.9643850713904568,1.0919981693532173,-0.20690222693517366,0,0,0,1,0
1250,5,3,3,1,1,3,0,1,3,0,78,4,1,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,-0.4254196825010876,-0.7987989877993185,0.03937169045058121,-0.33851504048211134,-0.8763558843192172,-0.12982070517060854,-0.9643850713904568,0.9711763065212269,-0.20690222693517366,0,0,0,1,0
371,6,3,4,1,1,3,3,2,3,0,128,0,0,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,-0.1899251971125375,-0.7987989877993185,0.10948164548377479,-0.4503898470098167,1.1192593113845997,0.22228547393259238,0.8174917272236581,0.6541771189749653,0.41625401909868076,0,0,0,1,0
927,8,4,4,1,1,5,4,3,3,0,131,4,1,-0.8149286968584009,0.7792558938484261,1.3704036400078397,0.6262377490334956,1.6499688107748758,0.5738108378021736,1.4223328059918348,0.28801210002093336,0.35120213835538167,1.2625427944509213,0.46718348656634956,0.8324876081753559,1.0739153232371441,1.9023946765043367,0,0,0,1,0
489,5,3,3,1,0,3,4,1,2,0,28,4,0,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.36783931622400245,-0.7987989877993185,0.11035444642554978,1.463447181293848,1.0911104128998907,0.30686054438526517,0.9517464076287164,-1.0747683086832738,1.9023946765043367,0,0,0,1,0
117,5,3,3,1,1,3,1,1,3,0,90,8,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,0.6262377490334956,-1.034103015109602,0.510343070312749,1.0149234209330606,0.22279651388426389,-0.028056010851160457,-0.8763558843192172,-0.10050561767222733,-0.9643850713904568,0.3426844978207121,-0.20690222693517366,0,0,0,1,0
1215,5,3,3,3,1,3,0,1,3,0,90,4,0,1.1315676588279229,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,0.25697029637915975,-0.7987989877993185,0.08466441056447353,-0.3041709196733825,-0.8763558843192172,-0.07238334427042115,0.9727635904377453,0.9227613204939181,-0.20690222693517366,0,0,0,1,0
1437,4,3,3,1,1,3,0,1,3,2,99,4,1,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,0.3079328978326369,0.011137749896695229,-0.7987989877993185,0.027893826836016652,-0.754474358775227,-0.8763558843192172,0.3173939882995944,-0.9643850713904568,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
939,7,4,4,2,1,4,0,2,3,0,134,7,0,-0.8149286968584009,0.7792558938484261,0.16146749836950397,-0.9433881970418754,1.6499688107748758,-0.041741697647109215,-0.7987989877993185,0.4242500846703835,0.7227780196598264,1.0527378964988146,0.6604961328578548,-0.9643850713904568,1.0253740282668289,0.41625401909868076,0,0,0,1,0
365,6,3,4,2,1,3,3,3,3,0,104,6,0,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,1.4523492293466331,1.0277266492793062,-0.04031514460131303,-1.032158311637521,1.1489154197634794,0.3653461789899006,1.2467244962542579,1.1220456759114126,-0.20690222693517366,0,0,0,1,0
1419,5,3,3,1,1,3,0,1,3,0,91,7,2,1.1315676588279229,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,0.05498828594245773,-0.7987989877993185,0.2615171540006847,0.11625900014183799,-0.8763558843192172,0.005708319533448192,-0.9643850713904568,1.0150274966681445,-0.20690222693517366,0,0,0,1,0
885,5,3,3,1,1,3,0,2,3,2,95,6,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,-0.43905296508158526,0.7668691606153505,0.05443358632113887,-0.6555584919318307,-0.8763558843192172,-0.10050561767222733,-0.9643850713904568,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
232,8,4,4,1,1,5,3,3,3,0,123,6,3,1.1315676588279229,0.7792558938484261,1.3704036400078397,0.6262377490334956,1.6499688107748758,1.02847065857096,1.573392816809618,0.46569420106991494,0.9361077660322797,1.3033472844537597,0.6127484126048411,-0.9643850713904568,1.2486511505235727,1.4576068802541882,0,0,0,1,0
1229,9,5,5,1,1,5,4,3,3,0,136,9,2,1.1315676588279229,-1.0483964836916573,-2.256404784907167,0.6262377490334956,1.6499688107748758,-0.03973271142313688,1.7310597125130431,0.5922422316255046,1.3488985709129115,-0.8763558843192172,0.7932532438186911,-0.9643850713904568,0.9227613204939181,0.41625401909868076,0,0,0,1,0
585,4,3,3,1,1,4,0,1,3,0,63,6,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,-0.7433629010789825,-0.7987989877993185,0.04693667703219881,-0.3353771027881448,1.0595659477543133,-0.22605607413826867,-0.9643850713904568,-1.0747683086832738,-0.20690222693517366,0,0,0,0,1
1016,8,4,4,1,1,4,0,3,3,0,129,10,3,1.1315676588279229,0.7792558938484261,0.16146749836950397,-0.9433881970418754,0.3079328978326369,-0.12384099024919853,-0.7987989877993185,-0.02580826321734446,-0.9546264661034098,1.1752235198648613,0.3173939882995944,-0.9643850713904568,0.7077504946955736,-0.20690222693517366,0,0,0,1,0
174,6,3,3,1,1,3,3,1,3,0,89,5,2,1.1315676588279229,-1.0483964836916573,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.2554359769122524,1.5619547146229897,0.40671073320880036,0.6574074139214415,-0.8763558843192172,0.2852995331254059,-0.9643850713904568,0.3426844978207121,-0.20690222693517366,0,0,0,1,0
406,4,3,3,1,1,3,3,1,3,2,104,5,3,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.21550710197699396,-0.7987989877993185,0.35567007625011116,1.195673076133424,-0.8763558843192172,0.2658656942618692,0.8872475941115457,0.9595363312205939,0.9659167830637788,0,0,0,1,0
1002,5,3,2,1,1,5,0,1,3,0,48,0,1,-0.8149286968584009,-1.0483964836916573,-1.0474686432688316,-0.9433881970418754,-1.034103015109602,-0.9882195923163037,-0.7987989877993185,-0.15800448236934986,-1.4473326497510262,-0.8763558843192172,-0.2985672668845692,-0.9643850713904568,0.3426844978207121,-1.777130558613517,0,0,0,1,0
691,6,4,4,4,1,4,3,2,3,0,132,4,2,1.1315676588279229,-1.0483964836916573,-2.256404784907167,0.6262377490334956,0.3079328978326369,-1.3773210321829348,1.1044401643639419,0.012339798878508649,-0.8124455004950984,-0.8763558843192172,0.15954457839831124,0.9701981630638357,-1.0747683086832738,-2.8184834197690227,0,0,0,0,1
1420,6,4,3,3,1,4,3,2,3,0,97,11,0,1.1315676588279229,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,1.1828671794422307,1.3897009776591627,0.6589625137649814,1.5975705510626184,-0.8763558843192172,0.3328991740228838,-0.9643850713904568,0.9290957686989383,0.41625401909868076,0,0,0,1,0
195,5,3,3,3,1,3,0,1,3,0,100,4,2,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,-0.43086160173677157,-0.7987989877993185,0.027893826836016652,-0.754474358775227,-0.8763558843192172,0.03777175444585339,-0.9643850713904568,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
1235,5,3,3,3,0,3,0,0,0,0,39,10,2,-0.8149286968584009,-1.0483964836916573,1.3704036400078397,-0.9433881970418754,-2.376138928051841,-0.09494224315445786,-0.7987989877993185,0.0980512292351719,-0.2275006271270288,1.2039884656976643,-4.017388392222728,-0.9643850713904568,1.3754074185819307,0.41625401909868076,0,0,1,0,0
1220,6,3,3,1,1,3,0,0,0,0,99,3,0,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-2.376138928051841,-3.272001473550297,1.2837673665718412,-0.18119818554879386,-1.5337774894862637,1.0391594308676233,-4.017388392222728,1.0851126646525902,-1.0747683086832738,0.41625401909868076,0,0,0,0,1
486,5,4,3,1,1,4,4,1,3,0,78,6,3,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,0.6262377490334956,-1.034103015109602,0.1374028671993708,-0.7987989877993185,0.2386509632659427,0.031034826230187225,-0.8763558843192172,-0.1604342931075134,-0.9643850713904568,0.9711763065212269,-0.9262833183526223,0,0,0,1,0
632,8,4,4,2,1,4,4,2,3,0,134,7,1,-0.8149286968584009,0.7792558938484261,-1.0474686432688316,0.6262377490334956,0.3079328978326369,-1.3061468309028765,0.9879485980003897,0.5165012845087544,1.066605830325226,-0.8763558843192172,0.43597807510114944,0.9878081716164585,0.9290957686989383,-0.20690222693517366,0,0,0,1,0
284,8,4,4,1,1,4,4,3,3,0,136,11,3,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,1.6499688107748758,0.13984688641990933,0.835266155287211,0.4691038446673184,0.8899516729768295,-0.8763558843192172,0.6839568874139091,1.1019427314731267,1.2611505525444575,-0.20690222693517366,0,0,0,1,0
370,5,3,3,1,1,4,4,3,3,0,87,2,4,1.1315676588279229,-1.0483964836916573,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.18372320490824728,-0.7987989877993185,0.20039408450183138,0.4816727165199652,-0.8763558843192172,0.3774311700312767,1.3135381529739694,0.27091583189193286,0.41625401909868076,0,0,0,1,0
1056,6,3,4,1,1,3,3,3,3,1,104,4,2,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.46691525479874946,1.1365055791461662,0.29642720614411255,1.0040803907647353,-0.8763558843192172,0.2487618802931058,-0.9643850713904568,-1.0747683086832738,0.41625401909868076,0,0,0,1,0
700,7,4,4,2,1,4,0,2,3,0,132,6,2,-0.8149286968584009,0.7792558938484261,-1.0474686432688316,-0.9433881970418754,0.3079328978326369,-1.4420241206543842,-0.7987989877993185,0.4242500846703835,0.7227780196598264,-0.8763558843192172,0.3200024588699474,0.9878081716164585,1.2851855541332313,-0.9262833183526223,0,1,0,0,0
234,5,3,3,3,1,3,0,1,3,1,104,1,4,1.1315676588279229,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-1.034103015109602,0.34047581599731347,-0.7987989877993185,0.05629731958775255,-0.6486122047307235,-0.8763558843192172,-0.05425131763351409,1.3145945021945233,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
1364,6,3,4,1,1,4,4,3,3,0,134,2,1,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,-0.10091812713684535,-0.7987989877993185,-0.2535738300692605,-1.8035274704574453,1.1535248961931068,0.1789719146195561,-0.9643850713904568,0.6063839357259817,-0.20690222693517366,0,0,0,1,0
782,6,4,4,1,1,4,0,2,3,0,120,6,0,-0.8149286968584009,0.7792558938484261,0.16146749836950397,-0.9433881970418754,0.3079328978326369,-0.43823228385323404,-0.7987989877993185,-0.07772758204515613,-0.9546264661034098,1.1523790664485787,0.2573666870206074,-0.9643850713904568,1.1731727059142427,0.41625401909868076,0,0,0,1,0
1086,6,3,4,3,1,4,0,1,3,0,120,3,4,1.1315676588279229,-1.0483964836916573,-1.0474686432688316,-0.9433881970418754,0.3079328978326369,0.026079797520356322,-0.7987989877993185,0.09450239139696645,-0.3134998873839223,-0.8763558843192172,0.3629036185654634,0.8872475941115457,-1.0747683086832738,-0.9262833183526223,0,0,0,1,0
823,7,4,4,4,1,4,4,3,3,0,131,9,1,-0.8149286968584009,0.7792558938484261,0.16146749836950397,0.6262377490334956,0.3079328978326369,0.6371796157860459,-0.7987989877993185,0.011357962085164104,-0.8161048869928118,1.186032347897544,0.18056648021909147,0.8174917272236581,0.7371649967224476,0.41625401909868076,0,0,0,1,0
448,7,4,4,1,1,4,3,3,3,0,126,6,0,-0.8149286968584009,0.7792558938484261,1.3704036400078397,0.6262377490334956,0.3079328978326369,0.44143531838459227,-0.7987989877993185,0.08915062723614077,-0.44064105066878667,1.2007423291172454,0.17737366215986272,0.7729707399002058,-1.0747683086832738,1.9023946765043367,0,0,0,1,0
1064,6,3,3,1,1,4,4,1,3,1,53,6,0,-0.8149286968584009,-1.0483964836916573,-1.0474686432688316,0.6262377490334956,0.3079328978326369,-0.7821031363961939,-0.7987989877993185,0.2311388436305105,0.003036538378836177,-0.8763558843192172,0.19162661826663396,1.0116487930594786,1.1580307287068141,-0.9262833183526223,0,0,0,0,1
476,5,3,3,1,1,3,0,1,3,0,91,6,1,1.1315676588279229,-1.0483964836916573,-1.0474686432688316,-0.9433881970418754,0.3079328978326369,-0.10529669032067464,-0.7987989877993185,0.12419631704663438,-0.39554705562084164,-0.8763558843192172,0.43266804221185573,-0.9643850713904568,0.42385903438173705,-0.9262833183526223,0,0,0,1,0
261,6,3,3,4,1,3,3,1,3,2,90,4,3,1.1315676588279229,-1.0483964836916573,0.16146749836950397,0.6262377490334956,0.3079328978326369,1.503299340842371,1.4831112613854047,0.40671073320880036,0.7026374793092084,-0.8763558843192172,0.6731075454892773,-0.9643850713904568,-1.0747683086832738,-0.20690222693517366,0,0,0,1,0
1097,6,3,3,1,1,4,0,0,0,0,42,2,1,-0.8149286968584009,-1.0483964836916573,0.16146749836950397,-0.9433881970418754,-2.376138928051841,-0.513791954842008,-0.7987989877993185,-0.16647459013064528,-1.099617596896011,1.0585254142242362,-4.017388392222728,0.9351969285520745,-1.0747683086832738,0.41625401909868076,0,0,0,0,1
1121,6,3,3,1,1,3,4,1,3,1,48,4,1,-0.8149286968584009,-1.0483964836916573,-1.0474686432688316,0.6262377490334956,-1.034103015109602,-0.15601210678051225,-0.7987989877993185,0.159473476262537,-0.26406618121541775,-0.8763558843192172,-0.05425131763351409,-0.9643850713904568,0.38503866172261714,-0.20690222693517366,0,0,0,0,1
954,5,3,3,3,1,3,1,2,3,1,97,8,2,-0.8149286968584009,0.7792558938484261,1.3704036400078397,0.6262377490334956,0.3079328978326369,0.417032950038645,1.2772844836276611,-0.0529538965785129,0.18066903492496938,1.155045978187624,0.3200024588699474,1.2454648037852174,1.3681136700218206,0.41625401909868076,0,0,0,1,0
